Paper, URL, Conference, Year,data,description,pdfName
A Machine-learning Approach for Classifying and Categorizing Android Sources and Sinks.,http://www.internetsociety.org/doc/machine-learning-approach-classifying-and-categorizing-android-sources-and-sinks,ndss,2014,,,
