label,tfidf
data,4.0263134214246481
data,3.0610191775908229
data,5.6287859783475476
data,3.6264891976685103
data,2.8395432719646578
data,3.7597574337156479
data,4.7281004505677275
data,4.800716706908716
data,5.1217139799228084
data,5.4400189472116312
data,5.5966404843783488
data,4.8344675253222178
data,3.1373011492036373
data,3.8809021926773637
data,3.4852159297593666
data,5.5966404843783488
data,6.415746804227056
data,2.8888128884776143
data,3.0433103675450539
data,3.7126243082055441
data,5.3629427911235776
data,7.2228765356672868
data,5.0315103029316051
data,4.6674941407572907
data,4.140112347206486
data,3.6947921968289279
data,3.6947921968289279
data,4.4590913901505047
data,4.4590913901505047
data,3.1894787179898567
data,2.8572106889749516
data,4.4928566448983531
data,1.8947386150467733
data,5.5232784119602201
data,5.0057158467776404
data,4.7140687022156378
data,5.6021384097325226
data,3.4086290676704789
data,5.031383564987931
data,4.9843731281312413
data,5.1330172162754399
data,4.7005062370501243
data,5.9498600942531148
data,3.7386047242949512
data,5.8648238476339305
data,4.3544918069882197
data,3.9288440256471846
data,3.6114572784651489
data,3.1380624376537432
data,5.0646619965376098
data,3.6690295447565129
data,3.5627855215539617
data,5.5252702125159185
data,3.8916304596518274
data,3.7608919180764331
data,3.6065548378292167
data,2.9718948775532135
data,4.3249079538028106
data,4.3765872055989785
data,5.3979432832942376
data,5.5019358799066858
data,3.3363000367026521
data,6.7752964352425424
data,3.2153184272019528
data,5.2188328691458663
data,4.3518790615378569
data,5.5300746352219168
data,4.6632060169110439
data,4.9248402997517324
data,3.970454693010629
data,4.7955686586476558
data,3.8124649744589614
data,4.8042807080919454
data,4.0158535731939944
data,6.9578136947648481
data,4.6568522202753204
data,4.4026828036645673
data,3.735761693312365
data,3.9626372066096058
data,3.6186312437144101
data,4.7298284177403795
data,4.4983739250402355
data,3.660854768528512
data,3.6556673895228387
data,3.7399855554720713
data,4.3020914328074529
data,4.8212720496654526
data,4.2030744764777976
data,4.2485940435312157
data,4.115570044250334
data,4.115570044250334
data,5.1469128784099443
data,5.3212885395663099
data,5.5160817045927262
data,4.2160939344546691
data,5.1313546846641342
data,4.9714210584638607
data,4.5977832708306234
data,4.7857154453813413
data,3.9419335037861325
data,4.69963683311979
data,3.1238034101404759
data,4.4101910367952444
data,3.3980304181045007
data,3.3980304181045007
data,5.527072393357324
data,2.9261680756185986
data,4.0632212481542673
data,3.1455409241059318
data,3.740031652477064
data,3.5874185959754428
data,4.7501554933509871
data,4.6945126555785146
data,3.1015712788123926
data,5.7150748664137714
data,3.963922058715263
data,4.0614182986861653
data,5.5194786219604506
data,5.8347542725671184
data,4.4649783677300769
data,3.8558795676583686
data,5.0573594163168405
data,4.0418043812344688
data,4.1057939687331331
data,4.1057939687331331
data,3.0097989086405796
data,4.494746481380818
data,3.824177781509881
data,4.1485264298408975
data,3.880227267359075
data,2.7079726845349681
data,4.8022279229278029
data,3.7516189448338255
data,6.3210819203150237
data,4.6978746401943674
data,4.5554686040490449
data,3.7890702563648286
data,6.3401075391371338
data,4.0628299642071122
data,6.5533816555208499
data,7.1762742935887829
data,7.1762742935887829
data,3.9461522858546934
data,5.3028071286850693
data,4.6018551622768493
data,5.3203003238027531
data,4.2262311508493884
data,3.0343998189053152
data,4.3394594612350312
data,4.6359384070095162
data,4.9133578652023129
data,4.6127808744039909
data,4.8574905155653738
data,4.0882060480352589
data,3.7212367311211887
data,3.5619468581426239
data,3.6643883720271999
data,4.2215937275871029
data,3.917149251937996
data,3.917149251937996
data,5.0859160215679395
data,5.4003186359839308
data,3.4657660920916493
data,5.5560142916074184
data,3.3097017754728459
data,4.9530517371106741
data,4.3437995496923341
data,4.0384362173159598
data,3.0432108366982673
data,3.8608668064557943
data,5.0109938704072636
data,2.3875651269734348
data,5.7925150938688343
data,6.5428311344169803
data,4.0201508574738165
data,5.4008044350691504
data,5.633818777374179
data,3.9228034240427192
data,5.0703517446232595
data,5.0637779451236673
data,4.395754282055985
data,6.5916872162844689
data,3.1833378936366077
data,4.9747335291700008
data,4.7441813390774001
data,4.9079288184627785
data,3.0976993017717414
data,4.9641047281425568
data,6.4902312574639582
data,4.7375349992621434
data,3.4211811514641335
data,4.6792604833443878
data,4.9836374559013503
data,4.8117673339141795
data,3.6482801583225068
data,5.7189814170402711
data,3.7128749892577129
data,3.2463129283862102
data,4.3606707347084201
data,4.9147417349702343
data,4.9147417349702343
data,5.4033652617532422
data,5.0995418407532513
data,5.0444786706465337
data,5.6578371423674296
data,3.3225084459709802
data,4.2605335290677351
data,4.7111025856863051
data,5.3635425139495778
data,4.4968186965399672
data,2.6807384676473567
data,3.3510198811264624
data,4.0611520269399533
data,4.6682806142401683
data,4.8900042731487696
data,5.2293066881359938
data,4.5122757047017537
data,5.3731744207417025
data,3.6210254118114653
data,4.0998751079571107
data,5.3928614546898741
data,4.5343101293102661
data,3.8388200330472362
data,4.5708792167489483
data,4.8969924594292609
data,3.9107603915806837
data,5.0773670320042124
data,4.080855337113527
data,4.8668146778066825
data,4.1690405817735616
data,5.9209802167388661
data,4.9432719294837577
non-data,4.6646346410632153
non-data,5.1231424134473551
non-data,4.5180201462261724
non-data,5.7878875381188086
non-data,1.8021411358585588
non-data,4.462814833619448
non-data,5.2630617281693395
non-data,4.6654915837580502
non-data,4.2891515962039666
non-data,5.0867131738192022
non-data,6.0868848383060632
non-data,3.98388267540032
non-data,3.5023607797545173
non-data,3.8733507207683515
non-data,3.4035414534167878
non-data,3.0907029895459126
non-data,3.3237231832947791
non-data,2.8616264645310747
non-data,4.7822048210459087
non-data,5.0812580677601256
non-data,4.5597222356483149
non-data,4.7872968390987705
non-data,4.223331489402133
non-data,4.8420515147085768
non-data,6.5575287224813543
non-data,4.0145939253495388
non-data,2.4768683339950828
non-data,3.1125385991574412
non-data,3.6928870909004492
non-data,3.5754624177989855
non-data,4.2645133690710875
non-data,1.4229379320932782
non-data,3.4371239652241363
non-data,1.4806602409584815
non-data,2.374246150524089
non-data,3.8527604394873762
non-data,5.0672325984160986
non-data,5.4954499157482983
non-data,4.6227449873616884
non-data,3.9278115537099145
non-data,4.8752479626013834
non-data,1.8393420506259184
non-data,3.8332277910082819
non-data,1.4072957242503601
non-data,3.5706441306273322
non-data,4.2654278899793905
non-data,3.8618926411233576
non-data,3.6110890484793798
non-data,3.6755078067995401
non-data,4.0322170642792381
non-data,4.3817017311279418
non-data,3.5798887168609657
non-data,3.2243127349110625
non-data,0
non-data,2.7528363110677732
non-data,1.0
non-data,1.2066837930031791
non-data,3.1122631535101077
non-data,4.2076472341821276
non-data,3.9349769467920441
non-data,3.242445774551264
non-data,3.7183481536877903
non-data,5.0614851201058277
non-data,3.2174389881354584
non-data,4.0086012657743186
non-data,3.2161999918064716
non-data,4.213454263584981
non-data,2.3935674388584327
non-data,4.3178631180760743
non-data,4.4216889592688107
non-data,4.148278228264247
non-data,4.7184278858621411
non-data,3.913094443048422
non-data,5.2495636923434885
non-data,3.9374793666397534
non-data,4.3119120523876688
non-data,3.1802766327215517
non-data,4.9473402760820093
non-data,4.6422822136539237
non-data,1.0
non-data,0
non-data,0
non-data,4.1971637673278339
non-data,3.9381485325296945
non-data,1.645126438153663
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,2.2647566332412064
non-data,4.9354390750515948
non-data,4.8387190536568978
non-data,5.7078721055051087
non-data,4.5243508265437162
non-data,5.8321415000765322
non-data,4.2964265860750963
non-data,5.1868935860152865
non-data,4.5364040748897576
non-data,3.2369225320787152
non-data,4.1790294371944796
non-data,3.7878818755273707
non-data,3.167248853713196
non-data,3.8815841888977749
non-data,5.8493724367357141
non-data,5.0096994450400949
non-data,4.9541786926427456
non-data,6.6301125469016462
non-data,4.8897744451708576
non-data,2.8836010573787063
non-data,4.6993724117156441
non-data,4.8682384419800782
non-data,3.8503757735290502
non-data,5.847082222626578
non-data,5.2051266152998688
non-data,2.9389568800672432
non-data,3.9221718725696055
non-data,2.5928403331377328
non-data,4.9701585886809632
non-data,5.2764138201435875
non-data,4.1089422914858913
non-data,4.9153262496535364
non-data,4.7795378391960837
non-data,4.9016068713762619
non-data,5.5232729994147913
non-data,5.5404319085142308
non-data,5.5232369964354096
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,4.9059965600150939
non-data,5.2571941963435815
non-data,4.353807117290204
non-data,5.5486805556389474
non-data,4.8426637656659732
non-data,3.8259314397578255
non-data,4.3950018996342344
non-data,3.240661573668163
non-data,1.8324746320607279
non-data,3.1205884612193286
non-data,4.5830807929058128
non-data,2.2676347018236331
non-data,4.5437612669865892
non-data,3.0960058256588958
non-data,0
non-data,4.2040162034354687
non-data,5.7635362668393615
non-data,3.8203719875360829
non-data,5.5303967794035778
non-data,5.3232599824077163
non-data,4.2865284586607997
non-data,5.5000003797408556
non-data,6.5114206821902805
non-data,5.3988443103360542
non-data,5.744995352388476
non-data,4.8588146413366724
non-data,4.5198423585055254
non-data,2.1774378598937276
non-data,4.2794901355843917
non-data,4.8338685071014345
non-data,5.2026049973209165
non-data,4.7709013986946145
non-data,0
non-data,0
non-data,0
non-data,3.4847931682129389
non-data,4.9184127542244145
non-data,5.0752783784035831
non-data,3.2905992676704341
non-data,3.9069725909968231
non-data,4.9909677555252019
non-data,4.011272066097388
non-data,4.6768428318088162
non-data,3.3852592394845011
non-data,5.1133418731407305
non-data,4.6333812750369416
non-data,4.3243269868071748
non-data,4.9235721091833273
non-data,4.9051824948821316
non-data,3.0634300544944804
non-data,3.8455077809987754
non-data,3.7192218776652548
non-data,4.926247571961361
non-data,3.0358388602351702
non-data,4.6343996164001853
non-data,3.3848472821043294
non-data,3.3186099556020916
non-data,5.1203290036511016
non-data,4.2123742817016865
non-data,4.32717482977601
non-data,5.2597356772155592
non-data,3.9091315978445622
non-data,4.8510524681987981
non-data,3.8180597701356702
non-data,2.5877804393426569
non-data,3.8388897944282854
non-data,5.3093191392138985
non-data,4.0341273518592464
non-data,1.8694998027722232
non-data,2.0477647768081861
non-data,0
non-data,0
non-data,4.2489633124008686
non-data,2.5982300921676376
non-data,4.4051359103409808
non-data,4.1836237629779864
non-data,2.2160838990406639
non-data,4.3171465839257923
non-data,4.0599321555828398
non-data,1.8955557327466157
non-data,2.8850687710090797
non-data,3.7710589058872439
non-data,1.2574810259445457
non-data,3.7195446124652753
non-data,4.242696125525673
non-data,5.6950762737539788
non-data,4.5347849409287049
non-data,4.1131585625380982
non-data,3.5232783660351541
non-data,2.4005830863013213
non-data,4.1520106940603538
non-data,4.5244977855024961
non-data,4.805392609598135
non-data,2.8000939708081773
non-data,4.0604908495471124
non-data,3.7172222094966116
non-data,2.7254504302723976
non-data,5.4659873847138485
non-data,4.6341049451493879
non-data,3.1715312637981454
non-data,3.2612923125848625
non-data,4.7905604485081179
non-data,4.7444714754347883
non-data,3.6992367067138252
non-data,3.0648407947544327
non-data,4.0602391339283033
non-data,1.960104475275763
non-data,5.0173043051073591
non-data,4.7773764642663137
non-data,3.7058484566301053
non-data,3.0518302303766083
non-data,3.648514892807496
non-data,5.7231186199524089
non-data,3.0933815657664607
non-data,0
non-data,1.0
non-data,3.101492412958069
non-data,4.5444353120803287
non-data,6.8021024807608503
non-data,5.3937866084669812
non-data,3.7728866481834133
non-data,5.113942256519457
non-data,6.2027581620194114
non-data,3.5770327804675146
non-data,4.2476380545396459
non-data,4.5895946549749809
non-data,5.0392530210692161
non-data,5.7862861928956617
non-data,5.5634203940880553
non-data,4.8595037486129344
non-data,3.4308048532162263
non-data,4.1392666544948096
non-data,4.9196206854652118
non-data,4.7588643302646805
non-data,4.5585700375067821
non-data,6.5219464404181355
non-data,5.2068942011637223
non-data,4.0354603877069382
non-data,4.6960175294922637
non-data,4.2258337131668355
non-data,5.1891391408541914
non-data,5.1830019058134411
non-data,6.6914113871640399
non-data,4.9959004886786964
non-data,3.0260384014947057
non-data,5.0449243971099111
non-data,4.4413249065472948
non-data,5.8193169821382291
non-data,4.3872430079381237
non-data,5.5038975773736682
non-data,5.1121627752332914
non-data,3.0746047568867936
non-data,4.3801170261958395
non-data,5.4057929741200965
non-data,4.6839024251143666
non-data,3.8039412976280222
non-data,5.8495710944034807
non-data,4.7897157786377607
non-data,4.8612790685927774
non-data,4.3990230052532802
non-data,4.9172650999646574
non-data,4.0500784405690045
non-data,6.0274320399913259
non-data,4.280166325177392
non-data,5.0511767222582868
non-data,4.7999332835424591
non-data,3.926863975513752
non-data,5.0354705345287138
non-data,3.3831078865379558
non-data,5.6061724882520094
non-data,5.8419249483419788
non-data,6.1841289073315178
non-data,3.5240096764850861
non-data,4.3144574860251614
non-data,4.0719722777016081
non-data,5.0006573540525379
non-data,4.3416996617055545
non-data,3.9279775429601962
non-data,4.578444096779986
non-data,5.4527937616680582
non-data,5.0742940578063687
non-data,5.0058680811949703
non-data,5.6050474083324877
non-data,4.9192859686800787
non-data,5.5606221004567242
non-data,6.9374552877790707
non-data,4.2393217887749568
non-data,5.0149718053234409
non-data,2.9313789703735593
non-data,2.3632071957302521
non-data,2.2849525724600603
non-data,2.6188606239434167
non-data,3.5204463264274257
non-data,4.2927750174538639
non-data,6.4816975189961008
non-data,5.8403571325404045
non-data,3.9086942868335677
non-data,4.2207230193587559
non-data,4.828446959576886
non-data,5.4368837616120453
non-data,6.0656410584680884
non-data,3.914119625583806
non-data,3.2593810371220044
non-data,4.7969444182716563
non-data,3.897697759994557
non-data,5.6197983678432362
non-data,6.2294895013065386
non-data,3.2906354189759872
non-data,4.6948080940920063
non-data,5.4304795057915483
non-data,4.6805274763439471
non-data,4.2370918972934994
non-data,3.0516788896508311
non-data,5.4287836768755247
non-data,4.4205561583791519
non-data,5.7105233076324637
non-data,6.5363093831186116
non-data,4.5934569620629935
non-data,3.0013576024458222
non-data,5.2109144768559768
non-data,4.8526678462866633
non-data,6.4502336479239277
non-data,4.7087921251461742
non-data,4.7324999442981808
non-data,5.4888020804694202
non-data,3.6291923603253569
non-data,5.580544290237234
non-data,4.5923636210462089
non-data,5.1374384855143811
non-data,4.4592964469094838
non-data,5.8787179736109367
non-data,4.3638962373291061
non-data,6.1399587604419938
non-data,4.8602694920941811
non-data,4.5463591479585714
non-data,6.2637892081279389
non-data,5.8511980304012354
non-data,6.4796751084835122
non-data,4.7832235521910302
non-data,4.4496378873414297
non-data,3.7717719148173714
non-data,7.5508517275027636
non-data,5.0269273623459085
non-data,4.4437713405249806
non-data,5.4198266212245869
non-data,4.1438298409218879
non-data,4.8430404651007688
non-data,6.3964743987572348
non-data,4.3757329659998554
non-data,4.8433369619826525
non-data,5.3293792801612838
non-data,5.1240724926893293
non-data,5.8879541306550758
non-data,5.014867814055803
non-data,6.39443266375579
non-data,6.5071377015242104
non-data,7.8777459165097579
non-data,5.4428177470127181
non-data,4.7474423210408236
non-data,4.6898567392858839
non-data,5.7713124712591011
non-data,4.1909526538730084
non-data,4.3489485532224137
non-data,5.1814660927005463
non-data,3.8411995120164302
non-data,5.2006345917454784
non-data,6.8084767785439189
non-data,5.1469799531360776
non-data,4.509055782112882
non-data,5.2186533139666462
non-data,4.9274944373909149
non-data,4.8119154651091636
non-data,4.025001462976852
non-data,5.0840409986012265
non-data,4.9298212076815107
non-data,3.9597029657383538
non-data,5.2556862607173072
non-data,4.1887401155212709
non-data,5.2415200166342677
non-data,4.924474829929439
non-data,2.8033008179049888
non-data,3.5963594598009947
non-data,5.2787273699973358
non-data,4.7548518941032381
non-data,5.2541867442569092
non-data,4.7032278846483644
non-data,4.6456796184430829
non-data,5.0189501704735857
non-data,5.8815073850091331
non-data,5.4748851244770957
non-data,3.0228979596711025
non-data,4.0061985832296179
non-data,4.4426016791604317
non-data,4.2305513727127835
non-data,5.2974365793065843
non-data,5.8600514055293935
non-data,4.7610383536352856
non-data,5.0970330821464849
non-data,5.089687584250437
non-data,5.0670015188937381
non-data,4.7971321009185974
non-data,4.4393868738638256
non-data,4.9941549784158488
non-data,3.4273188769712846
non-data,5.5632586533160078
non-data,5.8901834978756522
non-data,3.5832938821060845
non-data,4.4568255396904766
non-data,4.0651430689155985
non-data,4.066598223828044
non-data,4.0068711404359929
non-data,4.1381475733841384
non-data,3.7749782565331857
non-data,5.4968407775679786
non-data,4.5747001473815709
non-data,4.1012489871927889
non-data,5.2184103770094294
non-data,6.1554443917457577
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,1.0
non-data,0
non-data,0
non-data,3.8047318147925959
non-data,3.424143335186558
non-data,3.7186456033137505
non-data,6.040093550291795
non-data,2.6984234542219445
non-data,0
non-data,0
non-data,0
non-data,0
non-data,4.362188202774588
non-data,4.2772991330663768
non-data,0
non-data,0
non-data,0
non-data,0
non-data,1.0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,0
non-data,3.3840709783620491
non-data,6.9703343654104328
non-data,5.4684178245518646
non-data,4.2287227681388435
non-data,6.1820718259446918
non-data,5.4042149825362884
non-data,5.3667245724359613
non-data,4.6098880405688778
non-data,2.2172781964685973
non-data,4.7876943936359533
non-data,2.9920239740843355
non-data,5.6120900403660565
non-data,5.5095500200130765
non-data,4.3199734217895305
non-data,5.3178977498976954
non-data,4.2698422012380535
non-data,3.8380913661485465
non-data,6.4488626917982419
non-data,5.2559144032542351
non-data,6.4272302144759932
non-data,5.2987228141777729
non-data,4.8068197247970046
non-data,5.2444106068132141
non-data,1.0
non-data,2.0822471337356863
non-data,2.2721523396906487
non-data,2.0822471337356863
non-data,1.5312770206770301
non-data,2.0270300655257887
non-data,1.5245116956197622
non-data,5.0086893762909979
non-data,3.9308723194112161
non-data,5.1943311060181401
non-data,5.0856723371065931
non-data,5.9313637166809796
non-data,5.4585305118054874
non-data,5.4232852577538893
non-data,5.3911530932012557
non-data,5.2963919816468543
non-data,6.2532523884374234
non-data,5.6358373462901934
non-data,4.9863289624772591
non-data,5.8025701956754805
non-data,5.425315201277523
non-data,5.1113674074350097
non-data,3.5473928397460144
non-data,4.8375942938516561
non-data,4.2544079626988696
non-data,4.9839375563877288
non-data,4.8660214872392995
non-data,5.839071713718619
non-data,4.1878013799923579
non-data,5.1476083109177733
non-data,5.1208153295172689
non-data,4.326898600122453
non-data,4.4381194783807727
non-data,4.7766971238349099
non-data,4.2481966863468736
non-data,5.43935033855053
non-data,4.3730692245906706
non-data,3.9935969334114323
non-data,4.1669300994732099
non-data,5.1181489310888688
non-data,5.5038274373190958
non-data,4.2500527420646268
non-data,4.7176296764491763
non-data,4.8700273927119833
non-data,4.0479469823894512
non-data,4.6830157032435764
non-data,4.4861995430994197
non-data,4.3351365457331044
non-data,4.7115054287182678
non-data,4.6892294856321657
non-data,4.6444247313658167
non-data,5.0357442731860251
non-data,3.9604858279942938
non-data,3.1865700402983492
non-data,5.6985393834680735
non-data,5.2447966002131556
non-data,4.7356140317626867
non-data,4.3397826196566784
non-data,4.3219873567111948
non-data,4.2018010001065331
non-data,3.0956986137100255
non-data,2.3952928763529808
non-data,1.0
non-data,0
non-data,3.4414361193041771
non-data,4.6739362913587454
non-data,6.020952945710099
non-data,5.130746813730644
non-data,5.4812964378534561
non-data,4.2875225150301484
non-data,4.2697507750010466
non-data,5.1711216251733712
non-data,4.259696092304643
non-data,4.9585679813775538
non-data,1.3646664337794776
non-data,1.7009657782002057
non-data,1.3486664232584331
non-data,2.926834281687436
non-data,2.8284336595037938
non-data,1.0
non-data,3.0108835059204253
non-data,4.6770138487098665
non-data,4.0517733816389807
non-data,4.7788232138853157
non-data,4.5416586031392363
non-data,3.8283201499526847
non-data,2.8964398947326639
non-data,2.9697314196627538
non-data,4.2360331920934033
non-data,3.9171264679704341
non-data,4.8280866831536509
non-data,4.9015095188908218
non-data,5.1301879881160914
non-data,3.9127837195706401
non-data,3.864346570296799
non-data,2.7067054697958608
non-data,5.643327005972977
non-data,4.6853279477481973
non-data,2.9438749979652425
non-data,5.6767395064434591
non-data,5.3080823493084042
non-data,3.6313313717232858
non-data,4.7650265819847499
non-data,3.5484576990031416
non-data,5.352829583754092
non-data,2.8886097390420509
non-data,4.928135574959021
non-data,2.9077948337470128
non-data,3.0634872075042643
non-data,4.0529574563966539
non-data,4.1829369426653571
non-data,4.3961141325063204
non-data,3.4130193241534026
non-data,4.2808875407370248
non-data,4.453129292005177
non-data,3.8878078964374541
non-data,3.8568144380329099
non-data,5.1864056639605183
non-data,3.0452017505135021
non-data,5.7108450908643196
non-data,3.8158170041083639
non-data,3.2652675837584506
non-data,1.4097228009170153
non-data,1.0
non-data,1.0
non-data,1.4097228009170153
non-data,1.0
non-data,1.3376440601055646
non-data,1.0
non-data,1.0
non-data,1.0
non-data,1.0
non-data,1.3854137402892179
non-data,1.3376440601055646
non-data,1.0
non-data,2.8095520043476521
non-data,5.2980745318268587
non-data,4.5126037956186398
non-data,4.6063173550954373
non-data,2.0273666950035745
non-data,3.1600508320622005
non-data,2.2573554521858998
non-data,4.9897753642706215
non-data,1.5566839008897257
non-data,3.8492512342549645
non-data,3.8375612959053833
non-data,4.1087146262364849
non-data,0
non-data,0
non-data,0
non-data,1.4140804461311158
non-data,1.4140804461311158
non-data,0
non-data,0
non-data,0
non-data,1.4140804461311158
non-data,3.32611606086645
non-data,4.762135567029671
non-data,5.8572312651195517
non-data,4.809795642322344
non-data,4.8295339618235884
non-data,5.1529932423814993
non-data,4.0738584859318916
non-data,3.8448160678259495
non-data,4.2347280680814228
non-data,2.2573850602048116
non-data,0
non-data,2.302797270943242
non-data,0
non-data,0
non-data,1.0
non-data,2.8796506882657686
non-data,1.0
non-data,2.5298395816027157
non-data,1.9592997758144712
non-data,1.0
non-data,1.9869894060904698
non-data,1.0
non-data,1.7095051552081009
non-data,1.0
non-data,2.2900149722995309
non-data,1.2027954365907365
non-data,2.8222231168827467
non-data,1.0
non-data,1.0
non-data,0
non-data,2.5858825934114846
non-data,2.1949560471988914
non-data,0
non-data,2.369403099696429
non-data,1.8533272416063438
non-data,1.379170510340527
non-data,1.0
non-data,1.8558494459135622
non-data,2.440872999664947
non-data,0
non-data,2.0948029182364092
non-data,2.6183380154431233
non-data,1.0
non-data,2.2434528083494549
non-data,1.1644525987506518
non-data,4.5863557624940228
non-data,3.0899215946671585
non-data,7.0129507802613986
non-data,4.2461230778086891
non-data,6.1820718259446918
non-data,5.4042149825362884
non-data,5.3667245724359613
non-data,4.6098880405688778
non-data,2.2172781964685973
non-data,4.7876943936359533
non-data,2.9920239740843355
non-data,5.6120900403660565
non-data,5.5095500200130765
non-data,4.3199734217895305
non-data,5.3178977498976954
non-data,4.2698422012380535
non-data,3.8380913661485465
non-data,6.4488626917982419
non-data,5.2559144032542351
non-data,6.4272302144759932
non-data,5.2987228141777729
non-data,4.8068197247970046
non-data,5.2444106068132141
non-data,1.0
non-data,2.0822471337356863
non-data,2.2721523396906487
non-data,2.0822471337356863
non-data,1.5312770206770301
non-data,2.0270300655257887
non-data,1.5245116956197622
non-data,5.0086893762909979
non-data,3.9308723194112161
non-data,5.1943311060181401
non-data,5.0856723371065931
non-data,5.9313637166809796
non-data,5.4585305118054874
non-data,5.4232852577538893
non-data,5.3911530932012557
non-data,5.2963919816468543
non-data,6.2532523884374234
non-data,5.6358373462901934
non-data,4.9863289624772591
non-data,5.8025701956754805
non-data,5.425315201277523
non-data,5.1113674074350097
non-data,3.5473928397460144
non-data,4.8375942938516561
non-data,4.2544079626988696
non-data,4.9839375563877288
non-data,4.8660214872392995
non-data,5.839071713718619
non-data,4.1878013799923579
non-data,5.1476083109177733
non-data,5.1208153295172689
non-data,4.326898600122453
non-data,4.4381194783807727
non-data,4.7766971238349099
non-data,4.2481966863468736
non-data,5.43935033855053
non-data,4.3730692245906706
non-data,3.9935969334114323
non-data,4.1669300994732099
non-data,5.1181489310888688
non-data,5.5038274373190958
non-data,4.2500527420646268
non-data,4.7176296764491763
non-data,4.8700273927119833
non-data,4.0479469823894512
non-data,4.6830157032435764
non-data,4.4861995430994197
non-data,4.3351365457331044
non-data,4.7115054287182678
non-data,4.6892294856321657
non-data,4.6444247313658167
non-data,5.0357442731860251
non-data,3.9604858279942938
non-data,3.1865700402983492
non-data,5.6985393834680735
non-data,5.2447966002131556
non-data,4.7356140317626867
non-data,4.3397826196566784
non-data,4.3219873567111948
non-data,4.2018010001065331
non-data,3.0956986137100255
non-data,2.3952928763529808
non-data,1.0
non-data,0
non-data,3.4414361193041771
non-data,4.6739362913587454
non-data,6.020952945710099
non-data,5.130746813730644
non-data,5.4812964378534561
non-data,4.2875225150301484
non-data,4.2697507750010466
non-data,5.1711216251733712
non-data,4.259696092304643
non-data,4.9585679813775538
non-data,1.3646664337794776
non-data,1.7009657782002057
non-data,1.3486664232584331
non-data,2.926834281687436
non-data,2.8284336595037938
non-data,1.0
non-data,3.0108835059204253
non-data,4.6770138487098665
non-data,4.0517733816389807
non-data,4.7788232138853157
non-data,4.5416586031392363
non-data,3.8283201499526847
non-data,2.8964398947326639
non-data,2.9697314196627538
non-data,4.2360331920934033
non-data,3.9171264679704341
non-data,4.8280866831536509
non-data,4.9015095188908218
non-data,5.1301879881160914
non-data,3.9127837195706401
non-data,3.864346570296799
non-data,2.7067054697958608
non-data,5.643327005972977
non-data,4.6853279477481973
non-data,2.9438749979652425
non-data,5.6767395064434591
non-data,5.3080823493084042
non-data,3.6313313717232858
non-data,4.7650265819847499
non-data,3.5484576990031416
non-data,5.352829583754092
non-data,2.8886097390420509
non-data,4.928135574959021
non-data,2.9077948337470128
non-data,3.0634872075042643
